Small Unit Installation Postcode,Jan 2020 - Installation Quantity,Feb 2020 - Installation Quantity,Mar 2020 - Installation Quantity,Apr 2020 - Installation Quantity,May 2020 - Installation Quantity,Jun 2020 - Installation Quantity,Jul 2020 - Installation Quantity,Aug 2020 - Installation Quantity,Sep 2020 - Installation Quantity,Oct 2020 - Installation Quantity,Nov 2020 - Installation Quantity,Dec 2020 - Installation Quantity,Jan 2021 - Installation Quantity,Feb 2021 - Installation Quantity,Mar 2021 - Installation Quantity,Apr 2021 - Installation Quantity,May 2021 - Installation Quantity,Jun 2021 - Installation Quantity,Jul 2021 - Installation Quantity,Aug 2021 - Installation Quantity,Sep 2021 - Installation Quantity,Oct 2021 - Installation Quantity,Nov 2021 - Installation Quantity,Dec 2021 - Installation Quantity,Jan 2022 - Installation Quantity,Feb 2022 - Installation Quantity,Mar 2022 - Installation Quantity,Apr 2022 - Installation Quantity,May 2022 - Installation Quantity,Jun 2022 - Installation Quantity,Jul 2022 - Installation Quantity,Aug 2022 - Installation Quantity,Sep 2022 - Installation Quantity,Oct 2022 - Installation Quantity,Nov 2022 - Installation Quantity,Dec 2022 - Installation Quantity,Jan 2023 - Installation Quantity,Feb 2023 - Installation Quantity,Mar 2023 - Installation Quantity,Apr 2023 - Installation Quantity,May 2023 - Installation Quantity,Jun 2023 - Installation Quantity,Jul 2023 - Installation Quantity,Aug 2023 - Installation Quantity,Sep 2023 - Installation Quantity,Oct 2023 - Installation Quantity,Nov 2023 - Installation Quantity,Dec 2023 - Installation Quantity,Jan 2024 - Installation Quantity,Feb 2024 - Installation Quantity,Mar 2024 - Installation Quantity,Apr 2024 - Installation Quantity,May 2024 - Installation Quantity,Jun 2024 - Installation Quantity,Jul 2024 - Installation Quantity,Aug 2024 - Installation Quantity,Sep 2024 - Installation Quantity,Oct 2024 - Installation Quantity,Nov 2024 - Installation Quantity,Dec 2024 - Installation Quantity,Jan 2025 - Installation Quantity,Feb 2025 - Installation Quantity,Mar 2025 - Installation Quantity,Apr 2025 - Installation Quantity,May 2025 - Installation Quantity,Jun 2025 - Installation Quantity,Jul 2025 - Installation Quantity,Aug 2025 - Installation Quantity,Sep 2025 - Installation Quantity,Oct 2025 - Installation Quantity,Nov 2025 - Installation Quantity,Dec 2025 - Installation Quantity,Jan 2026 - Installation Quantity,Feb 2026 - Installation Quantity,Mar 2026 - Installation Quantity,Total Installation Quantity
2669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50
2671,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,5,0,0,0,0,0,0,1,1,5,11,5,1,3,6,2,6,3,0,2,22,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,1,0,1,0,1,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,3,0,0,5,0,1,3,0,0,0,0,10,61,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
2680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,1,0,65,47,45,59,23,43,25,28,31,91,85,103,103,82,219,1,0,1,0,0,0,0,0,1,0,0,0,0,2,1,3,0,0,0,0,1251
2681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,3,0,3,0,13,0,9,7,17,20,11,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
2700,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,2,0,1,1,1,10,9,10,6,3,0,4,0,3,5,3,13,12,14,27,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,182
2701,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,1,0,1,4,0,0,0,6,3,2,1,6,2,1,1,0,0,1,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,2,1,0,0,0,66
2702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,20
2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,4,1,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,7,2,0,1,0,0,0,22,16,18,19,15,8,5,16,21,11,32,6,31,48,29,67,0,0,0,0,2,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,451
2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,14,9,0,2,8,7,0,4,0,1,1,0,17,12,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,101
2707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,1,1,7,0,8,0,5,9,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
2710,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,2,0,0,7,12,29,26,68,17,7,11,15,23,2,2,2,28,8,0,34,52,9,1,6,5,1,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,587
2711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,3,24,3,3,0,7,25,13,1,33,32,24,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,232
2712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,4,6,0,1,0,0,3,0,1,0,22,5,2,15,0,3,6,0,0,1,11,0,8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124
2713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,0,0,0,7,0,2,26,23,7,1,2,4,12,0,1,0,8,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,143
2714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,12,0,5,16,1,9,0,2,3,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,79
2715,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,5,3,5,18,0,10,1,22,1,0,45,0,19,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199
2716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,7,0,13,21,6,5,0,3,4,9,0,1,0,0,1,3,15,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,9,0,1,6,4,3,2,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72
2720,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,2,0,2,1,0,3,1,0,1,1,0,4,20,10,9,4,36,9,0,0,2,4,1,1,1,1,0,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,1,222
2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,6,3,0,3,0,4,3,0,5,0,22,5,0,5,1,3,16,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,132
2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2729,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,37
2730,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,28
2731,0,0,0,0,0,1,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,18,0,0,15,7,6,16,5,6,0,2,2,3,1,16,5,0,22,8,0,1,0,0,1,0,4,1,1,0,0,2,1,0,4,3,4,1,0,1,0,183
2732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,0,0,0,2,6,3,1,6,0,0,2,0,2,2,15,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,108
2733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2734,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,1,16,0,9,2,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,53,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,100
2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,7,3,1,2,4,1,3,1,0,33,7,3,1,2,4,0,3,0,1,1,1,1,2,0,2,4,4,2,1,0,0,0,139
2739,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,10,12,9,5,0,1,0,0,17,1,0,4,4,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,118
2745,0,1,0,0,3,1,0,2,1,3,3,0,0,1,2,2,2,1,0,0,1,0,0,1,0,0,0,1,1,4,9,7,4,23,13,12,6,9,10,13,19,27,22,28,18,9,13,9,4,7,5,5,6,8,12,16,8,3,5,4,3,6,4,2,3,4,4,3,13,7,2,2,3,1,0,645
2747,1,1,2,1,3,0,1,6,2,2,3,0,2,13,2,3,2,4,0,4,0,1,12,4,4,0,2,1,8,13,12,40,15,49,55,60,47,63,74,45,54,75,100,115,65,46,56,24,21,33,19,26,21,20,35,10,10,8,14,8,11,3,4,7,6,9,17,12,14,6,8,6,4,3,2,2002
2748,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,8,3,0,6,0,6,3,4,3,2,1,1,4,3,5,4,12,8,5,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,126
2749,0,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,1,0,3,1,0,0,0,0,2,0,0,4,1,2,5,6,18,14,7,17,14,9,5,14,12,9,9,19,3,18,2,7,12,13,2,5,2,6,0,2,0,3,1,5,3,6,2,2,1,3,1,1,1,2,0,0,0,419
2750,2,3,2,0,0,11,1,2,1,4,3,23,2,3,6,0,2,3,2,4,0,4,2,1,1,3,3,7,5,8,21,21,32,30,63,57,34,63,121,62,92,91,86,161,129,58,56,26,31,33,26,24,31,30,30,16,8,10,10,9,10,10,3,15,6,12,12,16,12,9,9,6,5,3,5,2421
2751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2752,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,2,1,0,0,0,1,3,1,1,1,1,0,1,2,3,1,2,13,6,11,12,4,17,15,6,13,12,16,11,6,5,1,7,3,4,3,0,2,2,4,1,3,5,0,0,1,0,1,0,0,0,2,2,4,0,2,0,0,0,0,343
2753,2,0,2,1,1,0,1,0,2,0,0,1,0,1,0,2,1,3,5,0,1,2,0,0,0,0,0,0,1,7,5,20,13,19,26,30,20,38,31,29,51,35,22,19,23,30,31,17,17,9,7,17,20,5,31,4,2,0,1,4,11,3,3,4,2,6,3,4,3,2,1,1,2,2,3,915
2754,0,0,1,1,0,0,0,1,0,25,0,1,0,1,0,0,1,0,0,0,1,0,0,2,1,1,1,24,3,0,3,4,4,9,16,8,13,8,13,7,18,10,6,11,7,4,11,0,0,6,8,6,2,2,6,3,0,3,1,1,0,1,0,2,2,0,3,2,2,2,0,0,2,0,1,503
2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2756,2,0,0,2,2,1,2,2,2,2,0,1,1,0,2,4,2,11,2,2,2,1,1,0,0,2,1,2,1,6,6,14,28,41,29,52,47,52,60,55,78,72,64,44,62,59,42,31,24,39,15,43,33,43,22,7,7,13,3,2,1,4,3,3,5,1,11,7,4,5,3,3,5,2,1,1615
2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,4,1,2,2,0,1,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,37
2758,1,1,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,0,1,0,1,0,3,1,1,1,2,6,3,1,6,6,7,9,29,9,6,14,16,9,20,11,8,18,5,14,15,6,4,5,10,7,4,5,5,3,2,1,1,5,2,1,1,2,1,0,7,5,5,1,0,3,1,0,0,537
2759,1,0,0,1,0,0,1,1,0,1,0,3,2,0,1,0,1,0,1,0,0,1,0,1,0,2,1,1,1,3,7,8,5,16,6,13,9,14,19,12,25,19,28,15,16,14,11,12,13,12,8,8,2,5,5,5,2,3,3,2,1,3,2,5,2,2,2,10,8,8,2,4,3,1,0,523
2760,0,0,1,0,1,3,0,0,1,1,1,0,0,2,1,0,0,3,1,0,2,0,2,1,0,2,1,1,0,6,15,16,9,26,32,38,13,52,56,58,47,97,51,83,49,48,26,28,17,37,22,25,15,12,15,11,2,5,9,3,6,5,7,17,12,5,12,7,8,6,1,8,5,3,3,1397
2761,0,0,0,0,3,2,1,0,0,1,1,0,1,1,2,1,1,2,0,0,0,0,2,0,1,0,2,1,3,5,3,12,16,8,24,14,11,15,20,15,26,19,27,25,20,45,14,19,11,10,15,11,11,18,10,5,4,6,4,1,6,4,6,4,9,4,7,11,7,10,8,6,2,5,0,712
2762,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,2,0,2,6,7,3,6,7,8,4,4,5,2,3,7,5,1,3,2,0,1,0,0,2,0,1,1,2,0,0,2,0,0,1,1,2,3,0,2,0,2,1,2,0,146
2763,0,1,0,2,0,0,1,2,0,3,3,0,0,1,0,0,2,2,0,1,0,1,1,0,0,1,1,0,1,1,11,10,14,22,25,22,14,22,64,37,33,26,21,16,19,44,30,10,15,9,4,12,15,7,14,4,6,7,5,2,3,5,4,11,14,18,7,9,6,6,3,3,5,1,0,861
2765,2,2,0,3,0,1,2,0,1,4,4,1,1,0,2,1,1,6,1,2,2,0,4,1,1,2,1,2,4,2,6,14,9,10,26,22,11,34,40,27,50,42,51,26,25,43,55,21,20,23,19,10,18,9,21,6,5,6,16,7,2,5,11,12,7,9,10,9,13,7,4,12,5,4,5,1116
2766,0,1,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,5,3,8,12,8,15,8,7,15,21,12,20,27,10,8,7,10,14,6,8,12,8,3,17,17,6,4,10,6,1,2,4,2,0,4,2,3,4,3,4,1,0,2,1,4,1,461
2767,0,0,0,0,1,0,0,1,0,2,1,0,0,0,4,0,0,0,3,0,1,1,0,1,0,0,2,2,0,5,4,8,10,11,31,8,17,7,26,26,23,12,21,12,10,13,12,7,10,16,8,6,12,4,13,2,1,1,6,4,2,1,5,5,6,7,7,2,1,3,2,2,1,1,2,581
2768,0,0,0,0,1,1,1,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,4,6,5,5,6,5,5,5,1,6,7,32,14,4,2,7,4,3,3,8,5,9,2,2,1,6,3,2,0,4,1,4,1,6,0,3,2,2,4,3,4,1,2,1,271
2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,2,0,1,2,1,1,0,2,0,1,1,1,0,1,0,0,0,2,1,1,0,1,2,1,0,0,1,2,0,0,32
2770,1,1,2,3,2,1,3,3,1,1,2,4,3,1,3,2,1,0,1,3,1,4,8,0,1,2,8,0,4,10,28,65,50,65,62,42,34,69,96,80,178,106,58,73,71,60,62,23,25,45,53,23,49,24,21,12,30,14,7,12,7,9,11,54,25,10,12,22,13,8,9,7,5,6,5,2299
2773,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,0,0,0,0,2,0,1,3,5,2,4,2,6,1,11,10,10,13,6,4,6,2,4,1,2,2,1,3,5,3,2,0,3,3,0,0,1,1,2,1,4,2,1,3,0,1,2,2,0,0,250
2774,0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,3,0,2,5,2,5,5,10,10,9,11,12,8,13,16,16,15,13,13,10,7,6,9,5,3,10,5,7,4,2,4,10,1,7,2,2,2,2,2,11,4,6,1,3,6,5,0,2,468
2775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,0,1,1,1,1,26,6,1,1,8,0,1,5,0,3,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,85
2776,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,2,0,2,3,3,3,2,2,3,4,3,4,6,6,5,2,7,0,0,1,3,2,4,2,2,1,0,1,0,1,2,0,1,1,0,1,0,1,0,2,2,2,0,0,2,155
2777,1,1,2,1,0,2,1,1,0,0,0,0,1,3,0,1,1,0,4,1,1,1,2,0,0,1,1,2,2,3,6,2,14,8,10,17,5,12,17,30,25,16,27,17,17,9,19,12,11,7,12,6,12,7,9,5,3,1,1,1,3,4,3,4,3,2,5,2,4,4,1,3,1,4,2,678
2778,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,0,2,1,0,3,3,2,3,1,0,4,3,2,5,1,0,0,0,2,0,2,0,1,2,3,4,1,1,3,1,1,1,2,1,5,1,0,0,0,0,0,108
2779,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2,3,0,0,5,3,2,6,4,12,3,2,2,7,6,4,6,5,2,1,1,3,4,4,2,0,1,4,1,2,2,0,0,1,0,2,2,2,0,1,0,1,3,0,4,0,177
2780,1,0,2,0,3,1,0,0,1,1,2,1,0,0,1,0,0,0,1,2,2,1,2,1,1,1,1,0,0,2,7,2,4,5,7,9,2,9,19,13,8,31,9,13,5,9,18,4,4,23,9,6,6,7,18,4,6,2,5,3,1,1,2,2,8,3,7,2,4,5,3,2,4,1,0,503
2782,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,3,1,1,4,2,9,3,1,5,4,4,4,7,5,7,9,4,1,7,1,7,2,2,4,3,1,2,2,3,1,1,2,2,0,0,0,2,1,2,1,2,1,3,3,0,3,0,211
2783,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,4,0,6,3,7,4,5,3,3,1,4,1,0,3,2,1,3,2,13,1,2,1,2,0,0,1,0,0,3,1,4,1,4,2,3,0,2,0,0,138
2784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,1,2,0,5,1,1,0,3,1,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,49
2785,0,0,0,2,0,0,2,0,2,1,0,1,0,0,1,1,0,1,1,2,2,0,1,0,1,0,1,1,1,5,1,2,1,4,2,1,2,3,5,6,1,6,6,5,1,3,3,19,0,3,3,2,4,0,4,1,1,4,2,0,1,1,2,1,0,1,1,1,6,3,3,2,1,1,0,232
2786,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,1,0,2,1,1,0,0,2,0,4,7,2,1,1,1,0,1,1,2,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59
2787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,11,0,1,2,3,4,0,0,2,0,6,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,78
2790,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,1,4,0,1,2,19,3,13,9,8,35,15,15,11,3,4,5,2,18,22,5,3,0,2,3,4,4,1,0,30,0,3,17,6,3,6,1,0,3,0,1,3,391
2791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,16
2792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17
2793,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2794,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,6,37,15,2,6,5,5,2,4,6,48,14,7,15,4,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,1,0,0,0,255
2795,0,0,0,1,2,2,2,0,1,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,2,2,1,2,1,2,2,15,30,13,3,4,4,4,12,57,36,9,12,14,14,36,19,24,29,15,14,25,24,30,16,2,6,2,2,3,5,10,30,20,4,4,0,6,6,1,6,2,3,2,1,770
